Domain,category,Length,ExtensionScore,SpecialCharactersCount,DictionaryWordsBroken,EditDistance,AvgMonthlySearchVolume,IndividualWordsCount
soldbymahin.com,1,11,3,0,"['SOLD', 'BY', 'MA', 'HIN']",0,0,4
simoneoranje.com,1,12,3,0,[''],12,0,1
diamondbridgellc.com,1,16,3,0,"['DIA', 'MON', 'DB', 'RIDGEL', 'LC']",0,0,5
shivkidsacademy.com,1,15,3,0,"['SHIV', 'KIDS', 'ACADEMY']",0,0,3
jadexlogistics.com,1,14,3,0,"['JA', 'DEX', 'LOGISTICS']",0,0,3
ansleyphotofinish.com,1,17,3,0,"['AN', 'SLEY', 'PHOTOFINISH']",0,0,3
ronacash.com,1,8,3,0,"['RO', 'NA', 'CASH']",0,0,3
notanordinarymom.com,1,16,3,0,"['NOTAN', 'ORDINARY', 'MOM']",0,0,3
camekanlielarabalari.com,1,20,3,0,"['CAME', 'KAN', 'LI', 'EL', 'ARABA', 'LARI']",0,0,6
luckysmavket.com,1,12,3,0,"['LUCKY', 'SM', 'AV', 'KET']",0,0,4
abigails-music.com,1,14,3,1,"['ABIGAIL', 'MUSIC']",1,0,2
ghdhairstraighteneral.com,1,21,3,0,[''],21,0,1
iqhm.com,1,4,3,0,"['IQ', 'HM']",0,50,2
greatlakesluxury.com,1,16,3,0,"['GREAT', 'LAKES', 'LUXURY']",0,0,3
gruporamosmonitoramento.com,1,23,3,0,"['GR', 'UP', 'OR', 'AMOS', 'MONITOR', 'AMEN', 'TO']",0,0,7
techchumble.com,1,11,3,0,"['TECH', 'CHUMBLE']",0,0,2
caecedit.com,1,8,3,0,"['CA', 'EC', 'EDIT']",0,0,3
rayfilmtv.com,1,9,3,0,"['RAY', 'FILM', 'TV']",0,0,3
ethical-recruitment.com,1,19,3,1,"['ETHICAL', 'RECRUITMENT']",0,500,2
thekitchengadgetguru.com,1,20,3,0,"['THE', 'KITCHEN', 'GADGET', 'GURU']",0,0,4
beckypotts.com,1,10,3,0,"['BECKY', 'POT', 'TS']",0,0,3
chromeextensionsurvivalkit.com,1,26,3,0,"['CHROME', 'EXTENSION', 'SURVIVAL', 'KIT']",0,0,4
vew12.com,1,5,3,2,['VEW'],0,0,1
dfwkellygreen.com,1,13,3,0,[''],13,0,1
mai1l.com,1,5,3,1,"['MAI', 'I']",1,0,2
jamesdmassonmovers.com,1,18,3,0,"['JAM', 'ESD', 'MAS', 'SON', 'MOVERS']",0,0,5
veeostore.com,1,9,3,0,"['VE', 'EO', 'STORE']",0,0,3
fj-works.com,1,8,3,1,"['FU', 'WORKS']",1,0,2
92augusta.com,1,9,3,2,['AUGUST'],1,0,1
pro-hygiene.com,1,11,3,1,"['PRO', 'HYGIENE']",0,500,2
itsecurityforcollectionsagencies.com,1,32,3,0,"['IT', 'SECURITY', 'FOR', 'COLLECTIONS', 'AGENCIES']",0,0,5
epjly.com,1,5,3,0,['ENJOY'],2,0,1
iampaulalexander.com,1,16,3,0,"['IA', 'MP', 'AUL', 'ALEXANDER']",0,0,4
hype-girl.com,1,9,3,1,"['HYPE', 'GIRL']",0,0,2
bestdutchcasinos.com,1,16,3,0,"['BEST', 'DUTCH', 'CASINOS']",0,0,3
wcc284viscm.com,1,11,3,3,"['WE', 'VISIT']",4,0,2
sharnaz.com,1,7,3,0,"['SHARN', 'AZ']",0,500,2
miaconsults.com,1,11,3,0,"['MIA', 'CONSULTS']",0,0,2
groupesteswa.com,1,12,3,0,"['GR', 'OU', 'PESTE', 'SWA']",0,0,4
thebreatheclean.com,1,15,3,0,"['THE', 'BREATHE', 'CLEAN']",0,0,3
labarritacr.com,1,11,3,0,"['LA', 'BAR', 'RITA', 'CR']",0,0,4
cheniseb.com,1,8,3,0,['CHEMISE'],2,0,1
aivip388.com,1,8,3,3,"['AI', 'VIP']",0,0,2
mindmademind.com,1,12,3,0,"['MIND', 'MADE', 'MIND']",0,0,3
bureau300.com,1,9,3,3,['BUREAU'],0,0,1
littleruthchildrensboutique.com,1,27,3,0,"['LITTLE', 'RUTH', 'CHIL', 'DR', 'ENS', 'BOUTIQUE']",0,0,6
george-symes.com,1,12,3,1,"['GEORGE', 'SYKES']",1,500,2
cobymandelentertainments.com,1,24,3,0,"['CO', 'BY', 'MAN', 'DEL', 'ENTERTAINMENTS']",0,0,5
zhlgwx.com,1,6,3,0,[''],6,0,1
zhg10088.com,1,8,3,5,['ZIG'],1,0,1
safephotoshoot.com,1,14,3,0,"['SAFE', 'PHOTO', 'SHOOT']",0,0,3
friends-tv-show.com,1,15,3,2,"['FRIENDS', 'TO', 'SHOW']",1,50000,3
h924y-n83av.com,1,11,3,6,"['I', 'Y', 'I', 'AV']",2,0,4
tolss.com,1,5,3,0,"['TOL', 'SS']",0,500,2
spotmyteacher.com,1,13,3,0,"['SPOT', 'MY', 'TEACHER']",0,0,3
retailshipper.com,1,13,3,0,"['RETAIL', 'SHIPPER']",0,0,2
acsurns.com,1,7,3,0,"['AC', 'SUR', 'NS']",0,0,3
clicma.com,1,6,3,0,"['CL', 'IC', 'MA']",0,50,3
gapincshop.com,1,10,3,0,"['GAP', 'INC', 'SHOP']",0,0,3
hawkerism.com,1,9,3,0,"['HAWKER', 'ISM']",0,0,2
tepee-online.com,1,12,3,1,"['TEPEE', 'ONLINE']",0,50,2
jaxrealestateinvestor.com,1,21,3,0,"['JA', 'XR', 'EA', 'LE', 'STATE', 'INVESTOR']",0,0,6
tncoelect.com,1,9,3,0,"['TN', 'COELECT']",0,0,2
brossios.com,1,8,3,0,"['BRO', 'SS', 'IOS']",0,50,3
openplaysurpriseeggs.com,1,20,3,0,"['OPEN', 'PLAY', 'SURPRISE', 'EGGS']",0,0,4
hiyaheath.com,1,9,3,0,"['HI', 'YA', 'HEATH']",0,0,3
brindaconmigo.com,1,13,3,0,"['BRIN', 'DA', 'CON', 'MI', 'GO']",0,0,5
shopdanielleandco.com,1,17,3,0,"['SHOP', 'DANIELLE', 'AND', 'CO']",0,0,4
hustlethrough.com,1,13,3,0,"['HUSTLE', 'THROUGH']",0,0,2
jzhklogistics.com,1,13,3,0,[''],13,0,1
offmarkethouses4u.com,1,17,3,1,"['', 'U']",15,0,2
toontime26.com,1,10,3,2,"['TOON', 'TIME']",0,0,2
ilgincmis.com,1,9,3,0,"['IL', 'GIN', 'CM', 'IS']",0,0,4
4dmold.com,1,6,3,1,"['DM', 'OLD']",0,0,2
www234405.com,1,9,3,6,['WOW'],1,0,1
vishalandnisha.com,1,14,3,0,"['VI', 'SH', 'ALAND', 'NI', 'SHA']",0,0,5
topitcompaniesinhouston.com,1,23,3,0,"['TO', 'PIT', 'COM', 'PAN', 'IE', 'SIN', 'HOUSTON']",0,0,7
padzo.com,1,5,3,0,"['PA', 'DZO']",0,50,2
prosperrank.com,1,11,3,0,"['PROSPER', 'RANK']",0,0,2
futuregemspreschool.com,1,19,3,0,"['FUTURE', 'GEMS', 'PRESCHOOL']",0,0,3
eemfinc.com,1,7,3,0,"['EE', 'MF', 'INC']",0,0,3
ckmcoaching.com,1,11,3,0,[''],11,0,1
ghostcommunion.com,1,14,3,0,"['GHOST', 'COMMUNION']",0,0,2
c19life.com,1,7,3,2,"['I', 'LIFE']",1,0,2
ariantesbeauty.com,1,14,3,0,"['ARIA', 'NT', 'ES', 'BEAUTY']",0,0,4
steakba.com,1,7,3,0,"['STEAK', 'BA']",0,0,2
triangeles.com,1,10,3,0,"['TRI', 'ANGELES']",0,5000,2
yule8352.com,1,8,3,4,['YULE'],0,0,1
bhavyamonga.com,1,11,3,0,[''],11,0,1
hebertalvespersonal.com,1,19,3,0,"['HE', 'BER', 'TA', 'LV', 'ES', 'PERSONAL']",0,0,6
customfabricfacemask.com,1,20,3,0,"['CUSTOM', 'FABRIC', 'FACE', 'MASK']",0,0,4
trickzylo.com,1,9,3,0,[''],9,0,1
myrtlewoodcourt.com,1,15,3,0,"['MYRTLE', 'WOOD', 'COURT']",0,0,3
techurchonline.com,1,14,3,0,"['TE', 'CHURCH', 'ONLINE']",0,0,3
neonfrogshop.com,1,12,3,0,"['NEON', 'FROG', 'SHOP']",0,0,3
hildfort.com,1,8,3,0,"['HI', 'LD', 'FORT']",0,0,3
cryptotraderaccount.com,1,19,3,0,"['CRYPTO', 'TRADER', 'ACCOUNT']",0,0,3
yasertwit.com,1,9,3,0,"['YA', 'SER', 'TWIT']",0,0,3
copingskillswork.com,1,16,3,0,"['COPING', 'SKILLS', 'WORK']",0,0,3
cabifate.com,1,8,3,0,"['CA', 'BI', 'FATE']",0,0,3
ozr5x6.com,1,6,3,2,"['OR', 'I']",2,0,2
bestgamegadgets.com,1,15,3,0,"['BEST', 'GAME', 'GADGETS']",0,0,3
watchnrltv.com,1,10,3,0,[''],10,0,1
newyogacharity.com,1,14,3,0,"['NEW', 'YOGA', 'CHARITY']",0,0,3
hiddenjasper.com,1,12,3,0,"['HIDDEN', 'JASPER']",0,0,2
naseemkamesy.com,1,12,3,0,[''],12,0,1
flb0088.com,1,7,3,4,['FLY'],1,0,1
lifeoncanadacourt.com,1,17,3,0,"['LIF', 'EON', 'CANADA', 'COURT']",0,0,4
nw-32.com,1,5,3,3,['NO'],1,500,1
whatwouldzdo.com,1,12,3,0,[''],12,0,1
zhanshanshiye.com,1,13,3,0,[''],13,0,1
alikuralkan.com,1,11,3,0,"['AL', 'IK', 'URAL', 'KAN']",0,0,4
harborhouse1.com,1,12,3,1,"['HARBOR', 'HOUSE']",0,0,2
plugggangglobal.com,1,15,3,0,[''],15,0,1
yzfdeals.com,1,8,3,0,[''],8,0,1
trendzoneclothing.com,1,17,3,0,"['TREND', 'ZONE', 'CLOTHING']",0,0,3
endethoyil.com,1,10,3,0,"['EN', 'DET', 'HOY', 'IL']",0,0,4
singaporedatingonline.com,1,21,3,0,"['SIN', 'GAPO', 'REDATING', 'ONLINE']",0,0,4
quivercopywriting.com,1,17,3,0,"['QUIVER', 'COPYWRITING']",0,0,2
yaboyule9491.com,1,12,3,4,"['YA', 'BO', 'YULE']",0,0,3
aimizuan.com,1,8,3,0,[''],8,50,1
thebullseyeconsulting.com,1,21,3,0,"['THE', 'BULLSEYE', 'CONSULTING']",0,0,3
deluckymagic.com,1,12,3,0,"['DE', 'LUCKY', 'MAGIC']",0,0,3
improviseyourhome.com,1,17,3,0,"['IMPROVISE', 'YOUR', 'HOME']",0,0,3
nfcbattery.com,1,10,3,0,[''],10,0,1
patrix-connection.com,1,17,3,1,"['MATRIX', 'CONNECTION']",1,0,2
abhimods.com,1,8,3,0,"['AB', 'HI', 'MODS']",0,0,3
carolinaguerrareuben.com,1,20,3,0,"['CAROLINA', 'GU', 'ER', 'RA', 'REUBEN']",0,0,5
peakcpo.com,1,7,3,0,"['PEAK', 'CPO']",0,0,2
spongemovie.com,1,11,3,0,"['SPONGE', 'MOVIE']",0,50,2
zenaquasolutions.com,1,16,3,0,"['ZEN', 'AQUA', 'SOLUTIONS']",0,0,3
alphatreks.com,1,10,3,0,"['ALPHA', 'TREKS']",0,0,2
aparquear.com,1,9,3,0,"['APAR', 'QU', 'EAR']",0,50,3
69500w.com,1,6,3,5,['I'],1,0,1
aa888-aa888.com,1,11,3,7,"['A', 'A']",2,0,2
f1ndbnfts.com,1,9,3,1,"['I', '']",8,0,2
thecocomo.com,1,9,3,0,"['THE', 'COCO', 'MO']",0,0,3
bdsaphbelagavi.com,1,14,3,0,"['BDS', 'APH', 'BEL', 'AGA', 'VI']",0,0,5
silviocoelhoadv.com,1,15,3,0,"['SI', 'LV', 'IO', 'COELHO', 'ADV']",0,0,5
gamergearz.com,1,10,3,0,[''],10,0,1
a-lil-bit-of-lemon.com,1,18,3,4,"['A', 'LIL', 'BIT', 'OF', 'LEMON']",0,0,5
pier20and21ontheboardwalk.com,1,25,3,4,"['PIER', 'AND', '']",14,0,3
luna-wash.com,1,9,3,1,"['LUNA', 'WASH']",0,500,2
vinosurfer.com,1,10,3,0,"['VINO', 'SURFER']",0,0,2
carpe-amor.com,1,10,3,1,"['CARPE', 'AMOR']",0,50,2
bettingprofessionalsoccermobile.com,1,31,3,0,"['BETTING', 'PROFESSIONAL', 'SOCCER', 'MOBILE']",0,0,4
rentovationchick.com,1,16,3,0,"['RENT', 'OVATION', 'CHICK']",0,0,3
lbfoundationspecialists.com,1,23,3,0,"['LB', 'FOUNDATION', 'SPECIALISTS']",0,0,3
herssentialsgh.com,1,14,3,0,[''],14,0,1
one-grp.com,1,7,3,1,"['ONE', 'GRIP']",1,0,2
msv0.com,1,4,3,1,['MAV'],1,0,1
yc566.com,1,5,3,3,['YA'],1,0,1
sharpscholl.com,1,11,3,0,"['SHARP', 'SC', 'HOLL']",0,0,3
ymknco.com,1,6,3,0,"['YM', 'KN', 'CO']",0,0,3
jijihome.com,1,8,3,0,"['JI', 'JI', 'HOME']",0,0,3
jmyjehjdj.com,1,9,3,0,[''],9,0,1
atlantictek.com,1,11,3,0,[''],11,0,1
greatamericandivers.com,1,19,3,0,"['GREAT', 'AMERICAN', 'DIVERS']",0,0,3
cbbcommissioner.com,1,15,3,0,"['CB', 'BC', 'OM', 'MISSIONER']",0,0,4
electasystems.com,1,13,3,0,"['ELEC', 'TA', 'SYSTEMS']",0,0,3
bowenzhg.com,1,8,3,0,"['BOWE', 'NZ', 'HG']",0,0,3
lbkmatadors.com,1,11,3,0,"['LB', 'KM', 'ATA', 'DORS']",0,0,4
intownatlantaproperties.com,1,23,3,0,"['INTOWN', 'ATLANTA', 'PROPERTIES']",0,0,3
happyhoodiepets.com,1,15,3,0,"['HAPPY', 'HOODIE', 'PETS']",0,0,3
lovetakes2.com,1,10,3,1,"['LOVE', 'TAKES']",0,0,2
summitsoapandcompany.com,1,20,3,0,"['SUMMIT', 'SOAP', 'AND', 'COMPANY']",0,0,4
mouthdiaper.com,1,11,3,0,"['MOUTH', 'DIAPER']",0,0,2
gszsl.com,1,5,3,0,[''],5,0,1
pearsonrealizereader.com,1,20,3,0,"['PE', 'ARSON', 'REALIZE', 'READER']",0,0,4
pinangmuda2u.com,1,12,3,1,"['', 'U']",10,0,2
egocp17.com,1,7,3,2,"['EGO', 'CP']",0,0,2
locadoramorrodofarol.com,1,20,3,0,"['LOCA', 'DORA', 'MORRO', 'DO', 'FAR', 'OL']",0,0,6
hempuramagazine.com,1,15,3,0,"['HEMP', 'URA', 'MAGAZINE']",0,0,3
138cp455.com,1,8,3,6,['UP'],1,0,1
c3we.com,1,4,3,1,"['I', 'WE']",1,50,2
littlekitchenbigcity.com,1,20,3,0,"['LITTLE', 'KITCHEN', 'BIG', 'CITY']",0,0,4
aviationmedicalcertification.com,1,28,3,0,"['AVIATION', 'MEDICAL', 'CERTIFICATION']",0,0,3
h2wires.com,1,7,3,1,"['I', 'WIRES']",1,0,2
theflexipump.com,1,12,3,0,"['TH', 'EF', 'LE', 'XI', 'PUMP']",0,0,5
localisemongps.com,1,14,3,0,"['LOCALISE', 'MON', 'GPS']",0,0,3
oceangreenalternatives.com,1,22,3,0,"['OCEAN', 'GREEN', 'ALTERNATIVES']",0,0,3
willsplaceontario.com,1,17,3,0,"['WILLS', 'PLACE', 'ONTARIO']",0,0,3
cocinacaserayfacil.com,1,18,3,0,"['COCIN', 'AC', 'ASE', 'RAY', 'FAC', 'IL']",0,500,6
verify-login-wells.com,1,18,3,2,"['VERIFY', 'LOGIN', 'WELLS']",0,0,3
theteashrine.com,1,12,3,0,"['THE', 'TEA', 'SHRINE']",0,0,3
nanningcpa.com,1,10,3,0,[''],10,0,1
zd-realestate.com,1,13,3,1,"['AD', '']",11,0,2
journalmra.com,1,10,3,0,"['JO', 'URNA', 'LM', 'RA']",0,0,4
evesound.com,1,8,3,0,"['EVE', 'SOUND']",0,0,2
sockieknotts.com,1,12,3,0,"['SOC', 'KIE', 'KNOT', 'TS']",0,0,4
wsmail10.com,1,8,3,2,"['WS', 'MAIL']",0,0,2
banditsignswork.com,1,15,3,0,"['BANDIT', 'SIGNS', 'WORK']",0,0,3
athenadctest.com,1,12,3,0,"['AT', 'HEN', 'ADC', 'TEST']",0,0,4
mmcarab.com,1,7,3,0,"['MM', 'CA', 'RAB']",0,0,3
1infomanagement.com,1,15,3,1,"['INFO', 'MANAGEMENT']",0,0,2
phenomenailsbygrace.com,1,19,3,0,"['PH', 'EN', 'OMEN', 'AILS', 'BY', 'GRACE']",0,0,6
wwh-hosting.com,1,11,3,1,"['WAH', 'HOSTING']",1,0,2
nashvillechurchcareers.com,1,22,3,0,"['NASHVILLE', 'CHURCH', 'CAREERS']",0,0,3
fullcirclex.com,1,11,3,0,"['FULL', 'CIRC', 'LEX']",0,0,3
n92jy57x.com,1,8,3,4,"['I', 'MY', 'I']",3,0,3
moisturepopshop.com,1,15,3,0,"['MOISTURE', 'POPSHOP']",0,0,2
inose-sozoku.com,1,12,3,1,"['NOSE', 'SOYOU']",3,0,2
awetrain.com,1,8,3,0,"['AWE', 'TRAIN']",0,0,2
ktown23.com,1,7,3,2,"['KT', 'OWN']",0,0,2
milk-panda.com,1,10,3,1,"['MILK', 'PANDA']",0,500,2
244wesley.com,1,9,3,3,['WESLEY'],0,0,1
allyouneedtostart.com,1,17,3,0,"['ALLYOU', 'NEED', 'TO', 'START']",0,0,4
wordpressthemesmart.com,1,19,3,0,"['WORD', 'PRESS', 'THEME', 'SMART']",0,0,4
publicsafetytelecomm.com,1,20,3,0,"['PUBLIC', 'SAFETY', 'TELECOMM']",0,0,3
transitowneusaofamherst.com,1,23,3,0,"['TR', 'ANSI', 'TOWN', 'EU', 'SAO', 'FA', 'MH', 'ERST']",0,0,8
mwady3aham.com,1,10,3,1,"['WAY', 'HAM']",3,0,2
almendrosresidencial.com,1,20,3,0,"['AL', 'MEND', 'ROS', 'RESID', 'ENC', 'IAL']",0,0,6
hatchclaportal.com,1,14,3,0,"['HATCH', 'CLAP', 'OR', 'TAL']",0,0,4
strollersfordads.com,1,16,3,0,"['STROLLERS', 'FOR', 'DADS']",0,0,3
modaxshipping.com,1,13,3,0,"['MOD', 'AX', 'SHIPPING']",0,0,3
440julian.com,1,9,3,3,['JULIAN'],0,0,1
lotupset.com,1,8,3,0,"['LOT', 'UPSET']",0,0,2
aiyouyule810.com,1,12,3,3,"['AI', 'YOU', 'YULE']",0,0,3
thejaxbeachhouse.com,1,16,3,0,[''],16,0,1
faithtravelandtours.com,1,19,3,0,"['FAITH', 'TRAV', 'ELAND', 'TOURS']",0,0,4
armpromo.com,1,8,3,0,"['ARM', 'PROMO']",0,0,2
seektheproblems.com,1,15,3,0,"['SEEK', 'THE', 'PROBLEMS']",0,0,3
pegasusaviotech.com,1,15,3,0,"['PEGA', 'SU', 'SAV', 'IO', 'TECH']",0,0,5
estydevsite.com,1,11,3,0,"['EST', 'YD', 'EV', 'SITE']",0,0,4
cubafidelidad.com,1,13,3,0,"['CUBA', 'FI', 'DELI', 'DAD']",0,0,4
customizedballs.com,1,15,3,0,"['CUSTOMIZED', 'BALLS']",0,0,2
jazzybodyllc.com,1,12,3,0,[''],12,0,1
freelsnwheels.com,1,13,3,0,"['FR', 'EEL', 'SN', 'WHEELS']",0,0,4
dogclippersofficial.com,1,19,3,0,"['DOG', 'CLIPPERS', 'OFFICIAL']",0,0,3
aviewfrommyseats.com,1,16,3,0,"['AVIEW', 'FROM', 'MY', 'SEATS']",0,5000,4
ssx25.com,1,5,3,2,['SIX'],1,0,1
getimmer.com,1,8,3,0,"['GE', 'TIMMER']",0,0,2
mobhairsingleton.com,1,16,3,0,"['MOB', 'HAIR', 'SINGLETON']",0,0,3
leaflinking.com,1,11,3,0,"['LEAF', 'LINKING']",0,0,2
1qpqpqpilillil1ililo0oillllilil1l1i1l1l1l1.com,1,42,3,9,"['', 'ILL', '', 'I', 'I', 'I', 'I', 'I']",25,0,8
indieroute.com,1,10,3,0,"['INDIE', 'ROUTE']",0,0,2
vendorecargas.com,1,13,3,0,"['VEN', 'DO', 'REC', 'ARGAS']",0,0,4
sccdjx.com,1,6,3,0,[''],6,0,1
easternmangrovesmarina.com,1,22,3,0,"['EASTERN', 'MANGROVES', 'MARINA']",0,0,3
ensneohs.com,1,8,3,0,"['ENS', 'NE', 'OHS']",0,0,3
lacolombiadegabo.com,1,16,3,0,"['LA', 'COLOMBIA', 'DEG', 'ABO']",0,0,4
qipai3944.com,1,9,3,4,['IPAD'],2,0,1
kitandfinn.com,1,10,3,0,"['KIT', 'AND', 'FINN']",0,0,3
yajxviv.com,1,7,3,0,[''],7,0,1
thequeencookie.com,1,14,3,0,"['THE', 'QUEEN', 'COOKIE']",0,0,3
alvisphotography.com,1,16,3,0,"['AL', 'VIS', 'PHOTOGRAPHY']",0,0,3
elifveben.com,1,9,3,0,"['ELI', 'FV', 'EBEN']",0,0,3
woowfrance.com,1,10,3,0,"['WO', 'OW', 'FRANCE']",0,0,3
yourbet8.com,1,8,3,1,"['YOUR', 'BET']",0,0,2
typewriterrecords.com,1,17,3,0,"['TYPEWRITER', 'RECORDS']",0,0,2
teeshirtprinters.com,1,16,3,0,"['TEE', 'SHIRT', 'PRINTERS']",0,0,3
mg6036.com,1,6,3,4,['MY'],1,0,1
dlbgzy.com,1,6,3,0,[''],6,0,1
aliyevelchin.com,1,12,3,0,[''],12,0,1
sjekkeplassen.com,1,13,3,0,[''],13,0,1
endofthegamegame.com,1,16,3,0,"['END', 'OF', 'THE', 'GAME', 'GAME']",0,0,5
factray.com,1,7,3,0,"['FAC', 'TRAY']",0,0,2
bougiebottle.com,1,12,3,0,"['BOUGIE', 'BOTTLE']",0,0,2
rachelleonephotography.com,1,22,3,0,"['RACHEL', 'LEONE', 'PHOTOGRAPHY']",0,0,3
avitadigitalmarketing.com,1,21,3,0,"['AV', 'ITA', 'DIGITAL', 'MARKETING']",0,0,4
tybeeislandrentalz.com,1,18,3,0,[''],18,0,1
stonesofeternity.com,1,16,3,0,"['STONES', 'OF', 'ETERNITY']",0,0,3
83330pk.com,1,7,3,5,['OK'],1,0,1
seattlerealestatemapsearch.com,1,26,3,0,"['SEATTLE', 'REALESTATE', 'MAP', 'SEARCH']",0,0,4
auditadvisers.com,1,13,3,0,"['AUDIT', 'ADVISERS']",0,0,2
classdoit.com,1,9,3,0,"['CLASS', 'DOIT']",0,0,2
edsheerangallery.com,1,16,3,0,"['ED', 'SHEE', 'RAN', 'GALLERY']",0,0,4
xvol2.com,1,5,3,1,['VOL'],1,50000,1
flsww.com,1,5,3,0,['FLEW'],2,0,1
digitaliklaus.com,1,13,3,0,"['DIG', 'ITALI', 'KLAUS']",0,0,3
northjerseystumpgrinding.com,1,24,3,0,"['NORTH', 'JERSEY', 'STUMP', 'GRINDING']",0,0,4
gardenofmotherearth.com,1,19,3,0,"['GARDEN', 'OF', 'MOTHER', 'EARTH']",0,0,4
worldbooksayer.com,1,14,3,0,"['WORLD', 'BOOK', 'SAYER']",0,0,3
luoshijituans.com,1,13,3,0,"['LUO', 'SHI', 'JI', 'TU', 'ANS']",0,0,5
kerziecarter.com,1,12,3,0,[''],12,0,1
teapotclear.com,1,11,3,0,"['TEAPOT', 'CLEAR']",0,0,2
hediyembu.com,1,9,3,0,"['HE', 'DIY', 'EM', 'BU']",0,0,4
prozectorstore.com,1,14,3,0,"['PR', 'OZ', 'EC', 'TOR', 'STORE']",0,0,5
treasureswheel.com,1,14,3,0,"['TREASURES', 'WHEEL']",0,0,2
bioavailablecbdisolate.com,1,22,3,0,"['BIO', 'AVAIL', 'ABL', 'EC', 'BD', 'ISOLATE']",0,0,6
simeonweb.com,1,9,3,0,"['SIMEON', 'WEB']",0,0,2
finish93224.com,1,11,3,5,['FINISH'],0,0,1
accinternationalagricultureandbiotechnologies.com,1,45,3,0,"['ACC', 'INTERNATIONAL', 'AGRICULTURE', 'AND', 'BIOTECHNOLOGIES']",0,0,5
samgreenergy.com,1,12,3,0,"['SAM', 'GRE', 'ENERGY']",0,0,3
questionsforsmartpeople.com,1,23,3,0,"['QUESTIONS', 'FOR', 'SMART', 'PEOPLE']",0,0,4
buyaccept.com,1,9,3,0,"['BUY', 'ACCEPT']",0,0,2
371jiaoyou.com,1,10,3,3,"['JIAO', 'YOU']",0,0,2
cuvee-vinvin.com,1,12,3,1,"['COVER', 'VIRGIN']",4,0,2
bridgetmccormickdesign.com,1,22,3,0,"['BRIDGET', 'MC', 'COR', 'MICK', 'DESIGN']",0,0,5
nothing-w-nothing.com,1,17,3,2,"['NOTHING', 'I', 'NOTHING']",1,0,3
yanqi2a.com,1,7,3,1,"['YANNI', 'A']",1,0,2
vpdomaintest.com,1,12,3,0,"['VP', 'DOMAIN', 'TEST']",0,0,3
afroditastyle.com,1,13,3,0,"['AFRO', 'DITA', 'STYLE']",0,0,3
kiketi.com,1,6,3,0,"['KIKE', 'TI']",0,500,2
varsitynotes.com,1,12,3,0,"['VARSITY', 'NOTES']",0,50,2
k32s.com,1,4,3,2,"['I', 'I']",2,50,2
totaldistributionwarehousing.com,1,28,3,0,"['TOTAL', 'DISTRIBUTION', 'WAREHOUSING']",0,0,3
bach-option.com,1,11,3,1,"['BACH', 'OPTION']",0,50,2
902666a.com,1,7,3,6,['A'],0,0,1
pickbestvpn.com,1,11,3,0,[''],11,0,1
fenceconearme.com,1,13,3,0,"['FENCE', 'CO', 'NEAR', 'ME']",0,0,4
gxlxl.com,1,5,3,0,['GALL'],2,0,1
abvimitchell.com,1,12,3,0,"['AB', 'VI', 'MITCHELL']",0,0,3
shipavoy.com,1,8,3,0,"['SHIP', 'AVOY']",0,0,2
samedaynewways.com,1,14,3,0,"['SAME', 'DAY', 'NEW', 'WAYS']",0,0,4
buyingandsellingswfl.com,1,20,3,0,"['BUYING', 'AND', 'SELLING', 'SW', 'FL']",0,0,5
levelup-cpa.com,1,11,3,1,"['LEVEL', 'CAP']",4,0,2
hiphoplaunch.com,1,12,3,0,"['HIP', 'HOP', 'LAUNCH']",0,0,3
ahrenovation.com,1,12,3,0,"['AH', 'RENOVATION']",0,0,2
doc4drugs.com,1,9,3,1,"['DOC', 'DRUGS']",0,0,2
mtrouvaille.com,1,11,3,0,"['MT', 'RO', 'UV', 'AIL', 'LE']",0,0,5
payingguestbarasat.com,1,18,3,0,"['PAYING', 'GUEST', 'BARA', 'SAT']",0,0,4
turnonyourdna.com,1,13,3,0,"['TURNON', 'YOUR', 'DNA']",0,0,3
ecys-transport.com,1,14,3,1,"['EYS', 'TRANSPORT']",1,0,2
garagetoolkit.com,1,13,3,0,"['GARAGE', 'TOOLKIT']",0,0,2
seowolfs.com,1,8,3,0,"['SE', 'OW', 'OL', 'FS']",0,0,4
crimsonexploration.com,1,18,3,0,"['CRIMSON', 'EXPLORATION']",0,0,2
puntomitotero.com,1,13,3,0,"['PUNTO', 'MI', 'TOTE', 'RO']",0,0,4
tapovanayurvedic.com,1,16,3,0,"['TAP', 'OVA', 'NAY', 'UR', 'VEDIC']",0,0,5
vmagdcxld.com,1,9,3,0,[''],9,0,1
19vip50.com,1,7,3,4,['VIP'],0,0,1
hotpinkcandy.com,1,12,3,0,"['HOT', 'PINK', 'CANDY']",0,0,3
wellbet182.com,1,10,3,3,"['WELL', 'BET']",0,0,2
dosamigoslandscape.com,1,18,3,0,"['DOS', 'AMIGOS', 'LANDSCAPE']",0,0,3
shopgswallday.com,1,13,3,0,"['SHOP', 'GS', 'WALL', 'DAY']",0,0,4
brownbagclothes.com,1,15,3,0,"['BROWN', 'BAG', 'CLOTHES']",0,0,3
panzer-league.com,1,13,3,1,"['PANZER', 'LEAGUE']",0,50,2
lanrengmai.com,1,10,3,0,"['LAN', 'REN', 'GM', 'AI']",0,0,4
ohioreptilecompany.com,1,18,3,0,"['OHIO', 'REPTILE', 'COMPANY']",0,0,3
danielsemmelrock.com,1,16,3,0,"['DANIEL', 'SEMMEL', 'ROCK']",0,0,3
